Date,Year,Month,Day,Mean Temp (°C),Min Temp (°C),Max Temp (°C),Total Precip (mm),Spd of Max Gust (km/h),Pressure
15/02/2020,2020,2,15,29.3,20.8,38.5,0.25,0,0
16/02/2020,2020,2,16,29.8,20.5,38.4,0.25,0,0
17/02/2020,2020,2,17,30.1,20.8,37.7,0.25,0,0
18/02/2020,2020,2,18,29.7,22.6,37.5,0.25,0,0
19/02/2020,2020,2,19,30.4,23,37.6,0.25,0,0
20/02/2020,2020,2,20,30.3,22.5,38,0.25,0,0
21/02/2020,2020,2,21,30.8,23.3,38.1,0.25,0,0
22/02/2020,2020,2,22,31.6,22.6,38.9,0.25,0,0
23/02/2020,2020,2,23,31.3,23.4,38,0.25,0,0
24/02/2020,2020,2,24,31.2,22.8,37.6,0.25,0,0
25/02/2020,2020,2,25,29.1,22.1,36.4,0.25,0,0
26/02/2020,2020,2,26,29.1,21.2,37.5,0.25,0,0
27/02/2020,2020,2,27,30.7,24,38.6,0.25,0,0
28/02/2020,2020,2,28,31.3,24.9,39.1,0.25,0,0
29/02/2020,2020,2,29,32.4,25.3,40,0.25,0,0
03/01/2020,2020,3,1,31.7,24.7,39.1,1,0,0
03/02/2020,2020,3,2,31.3,25.9,38.1,0.25,0,0
03/03/2020,2020,3,3,29.9,23,38.1,0,0,0
03/04/2020,2020,3,4,30.2,23,38.3,0.3,0,0
03/05/2020,2020,3,5,27.8,22.9,34,0,0,0
03/06/2020,2020,3,6,31.8,25.4,39.7,3,0,0
03/07/2020,2020,3,7,31.4,24,39.7,3,0,0
03/08/2020,2020,3,8,31.3,24.7,39.2,2,0,0
03/09/2020,2020,3,9,31.7,26.7,40,3,0,0
03/10/2020,2020,3,10,31.5,25.4,40,0.4,0,0
03/11/2020,2020,3,11,31.5,25.5,39.8,0.3,0,0
03/12/2020,2020,3,12,32,23.9,40,0,0,0
13/03/2020,2020,3,13,31.1,23.5,38,1.5,0,0
14/03/2020,2020,3,14,29.7,23.5,38,1.5,0,0
15/03/2020,2020,3,15,31.4,25.5,38.3,1.5,0,0
16/03/2020,2020,3,16,31.6,23.9,39.5,1.5,0,0
17/03/2020,2020,3,17,31.3,24.4,38.1,1.5,0,0
18/03/2020,2020,3,18,31.3,25.2,39.3,1.5,0,0
19/03/2020,2020,3,19,30.5,25.1,38.7,1.5,0,0
20/03/2020,2020,3,20,29.2,23.2,36,5.1,0,0
21/03/2020,2020,3,21,30,24.6,37.4,0,0,0
22/03/2020,2020,3,22,30.9,24.5,39,1.5,0,0
23/03/2020,2020,3,23,28.2,23.5,36.6,1.5,0,0
24/03/2020,2020,3,24,25.2,20,30,39.9,0,0
25/03/2020,2020,3,25,28.5,23.3,35.5,7.1,0,0
26/03/2020,2020,3,26,29.4,23.1,36,0,0,0
27/03/2020,2020,3,27,29.7,23,36,1.5,0,0
28/03/2020,2020,3,28,30.5,24.1,37.5,1.5,0,0
29/03/2020,2020,3,29,30.4,24.2,38.7,1.5,0,0
30/03/2020,2020,3,30,30.7,24.4,38.8,1.5,0,0
31/03/2020,2020,3,31,29.9,24.5,35.1,1.5,0,0
04/01/2020,2020,4,1,30.3,24.9,37.3,1,0,0
04/02/2020,2020,4,2,28.6,22.6,37,0.5,0,0
04/03/2020,2020,4,3,31,24.5,38.8,0,0,0
04/04/2020,2020,4,4,28.9,23,36.4,0.3,0,0
04/05/2020,2020,4,5,27.8,22.9,34,0,0,0
04/06/2020,2020,4,6,29,22.4,33.6,0,0,0
04/07/2020,2020,4,7,29.8,24.7,37.3,3,0,0
04/08/2020,2020,4,8,28.1,24.1,33.9,0,0,0
04/09/2020,2020,4,9,28.9,24.4,35.5,0,0,0
04/10/2020,2020,4,10,27.4,21.1,35.5,15,0,0
04/11/2020,2020,4,11,29.7,24.9,34.9,0,0,0
04/12/2020,2020,4,12,30,24.5,36.2,0,0,0
13/04/2020,2020,4,13,30.2,24.1,35.7,0.3,0,0
14/04/2020,2020,4,14,29.8,24.3,35.9,0.3,0,0
15/04/2020,2020,4,15,30.5,24.3,37,0.3,0,0
16/04/2020,2020,4,16,31.5,24.6,39.3,0.3,0,0
17/04/2020,2020,4,17,30.7,25.4,35.5,0.3,0,0
18/04/2020,2020,4,18,29.2,24.1,34.9,0.3,0,0
19/04/2020,2020,4,19,28.9,24.1,35.5,0.3,0,0
20/04/2020,2020,4,20,27.4,23,35.5,0,0,0
21/04/2020,2020,4,21,28.1,21.7,35.9,0.3,0,0
22/04/2020,2020,4,22,29.6,24.6,36.5,0.3,0,0
23/04/2020,2020,4,23,26.2,21.1,32.5,24.9,0,0
24/04/2020,2020,4,24,29.1,24,35.4,0,0,0
25/04/2020,2020,4,25,28.8,23,36.5,0.3,0,0
26/04/2020,2020,4,26,25.8,20.9,29.6,9.9,0,0
27/04/2020,2020,4,27,28.1,22.4,35,0,0,0
28/04/2020,2020,4,28,29.6,24,35.8,0.3,0,0
29/04/2020,2020,4,29,29.3,24.5,35.5,0.3,0,0
30/04/2020,2020,4,30,29.2,23.8,35.1,0.3,0,0
05/01/2020,2020,5,1,29.4,24.6,36,1,0,0
05/02/2020,2020,5,2,29.6,22.8,36.9,0.25,0,0
05/03/2020,2020,5,3,26.9,22,31.7,16,0,0
05/04/2020,2020,5,4,28.4,23.1,34.5,0,0,0
05/05/2020,2020,5,5,29.5,24.5,36.5,0,0,0
05/06/2020,2020,5,6,28.9,25.6,37.2,3,0,0
05/07/2020,2020,5,7,29.3,23.9,35.8,3,0,0
05/08/2020,2020,5,8,29.6,25.2,36,2,0,0
05/09/2020,2020,5,9,28.8,24.7,37.3,3,0,0
05/10/2020,2020,5,10,24.4,22.3,31.7,0.5,0,0
05/11/2020,2020,5,11,26.1,22.5,31.5,27.9,0,0
05/12/2020,2020,5,12,28.8,22.6,34.7,0,0,0
13/05/2020,2020,5,13,28.9,24,34.8,0,0,0
14/05/2020,2020,5,14,29.6,24,36.4,0,0,0
15/05/2020,2020,5,15,28.9,24.4,34.2,0.5,0,0
16/05/2020,2020,5,16,29.9,24.7,35.5,0,0,0
17/05/2020,2020,5,17,27.8,22.1,33.4,19.1,0,0
18/05/2020,2020,5,18,29.2,23.5,35.5,0.8,0,0
19/05/2020,2020,5,19,26.2,23.6,31.2,14,0,0
20/05/2020,2020,5,20,27.1,21.5,34,3,0,0
21/05/2020,2020,5,21,29.1,23.9,35.5,0,0,0
22/05/2020,2020,5,22,27.8,22.9,34,0,0,0
23/05/2020,2020,5,23,28,22.6,34.5,0,0,0
24/05/2020,2020,5,24,27.5,23.8,35.5,0,0,0
25/05/2020,2020,5,25,26.7,23.3,31.5,0,0,0
26/05/2020,2020,5,26,27.6,23,35.5,0,0,0
27/05/2020,2020,5,27,26.2,21,30.9,22.1,0,0
28/05/2020,2020,5,28,25.7,22.2,28.8,8.9,0,0
29/05/2020,2020,5,29,27.1,22.2,33.9,0,0,0
30/05/2020,2020,5,30,28.7,24.2,34.5,0,0,0
31/05/2020,2020,5,31,27.8,22.9,34,0,0,0
06/01/2020,2020,6,1,26.8,20.8,33,0,0,0
06/02/2020,2020,6,2,25.3,21.5,30.3,13,0,0
06/03/2020,2020,6,3,27.6,22.9,33.1,0,0,0
06/04/2020,2020,6,4,27.7,23.9,33.5,0.3,0,0
06/05/2020,2020,6,5,25,22.9,27.4,0,0,0
06/06/2020,2020,6,6,26.7,21.6,32.4,3,0,0
06/07/2020,2020,6,7,25.6,21,31.7,65,0,0
06/08/2020,2020,6,8,28.5,23,34.8,0,0,0
06/09/2020,2020,6,9,25.7,22,31,3,0,0
06/10/2020,2020,6,10,25.3,21.4,30.5,1,0,0
06/11/2020,2020,6,11,24.9,21.9,29.5,0,0,0
06/12/2020,2020,6,12,25,22,29.9,5.1,0,0
13/06/2020,2020,6,13,26.4,23,31.6,0.3,0,0
14/06/2020,2020,6,14,25.1,20.3,30.9,22.1,0,0
15/06/2020,2020,6,15,27.4,23.4,33.2,0,0,0
16/06/2020,2020,6,16,27.2,22,32.9,3,0,0
17/06/2020,2020,6,17,25.6,22,31.4,6.1,0,0
18/06/2020,2020,6,18,24.4,20.7,29.8,11.9,0,0
19/06/2020,2020,6,19,25.7,21.8,31.3,0,0,0
20/06/2020,2020,6,20,26.6,21.5,32.9,3,0,0
21/06/2020,2020,6,21,26,21.2,30.5,0,0,0
22/06/2020,2020,6,22,26.9,23.5,32.1,0,0,0
23/06/2020,2020,6,23,26.9,23.3,33.1,3,0,0
24/06/2020,2020,6,24,27.6,23.4,33,3,0,0
25/06/2020,2020,6,25,27.9,23.9,33,3,0,0
26/06/2020,2020,6,26,27.2,21.1,32.5,0,0,0
27/06/2020,2020,6,27,27.4,22.3,32.6,0,0,0
28/06/2020,2020,6,28,23.9,22,28,3,0,0
29/06/2020,2020,6,29,25.2,21.5,29.9,3,0,0
30/06/2020,2020,6,30,25.1,22.7,30.5,3,0,0
07/01/2020,2020,7,1,25.3,21.9,30.9,11.9,0,0
07/02/2020,2020,7,2,26.6,23,32,2,0,0
07/03/2020,2020,7,3,27.5,23.5,32.6,0,0,0
07/04/2020,2020,7,4,23.7,23,27.5,0.3,0,0
07/05/2020,2020,7,5,25.7,22.1,31,0,0,0
07/06/2020,2020,7,6,26.3,23.1,30.5,3,0,0
07/07/2020,2020,7,7,25.7,22.4,30.3,3,0,0
07/08/2020,2020,7,8,26.3,23.4,30.5,2,0,0
07/09/2020,2020,7,9,26.2,23.1,31.2,3,0,0
07/10/2020,2020,7,10,24.1,22.5,29.7,0.4,0,0
07/11/2020,2020,7,11,25.1,21.9,29.7,0.5,0,0
07/12/2020,2020,7,12,25.1,20.7,28.7,2,0,0
13/07/2020,2020,7,13,24.1,21.6,28,4.1,0,0
14/07/2020,2020,7,14,23.6,21.7,28,75.9,0,0
15/07/2020,2020,7,15,24.6,22.6,27.4,17,0,0
16/07/2020,2020,7,16,24,22,26.5,1,0,0
17/07/2020,2020,7,17,24.7,22.3,27.9,2,0,0
18/07/2020,2020,7,18,24.5,22.3,28.5,0,0,0
19/07/2020,2020,7,19,24.5,21,30.2,3,0,0
20/07/2020,2020,7,20,24.5,21.4,28.8,3,0,0
21/07/2020,2020,7,21,24.9,21.4,30.6,3,0,0
22/07/2020,2020,7,22,25.1,22.3,30,3,0,0
23/07/2020,2020,7,23,24.4,22.7,27.2,3,0,0
24/07/2020,2020,7,24,25.3,21.9,29.7,3,0,0
25/07/2020,2020,7,25,25.5,22.4,31.6,3,0,0
26/07/2020,2020,7,26,24.4,22.4,28.5,7.1,0,0
27/07/2020,2020,7,27,24.2,20.7,29,4.1,0,0
28/07/2020,2020,7,28,24.8,20.6,29.6,0,0,0
29/07/2020,2020,7,29,24.6,22.2,28.9,5.1,0,0
30/07/2020,2020,7,30,25.7,21.4,31.2,0,0,0
31/07/2020,2020,7,31,23.1,20,26.5,24.9,0,0
08/01/2020,2020,8,1,24.2,21.7,28.5,0.8,0,0
08/02/2020,2020,8,2,24.2,21.4,29,0,0,0
08/03/2020,2020,8,3,25,22,30,1.5,0,0
08/04/2020,2020,8,4,25.6,21.4,31,0.3,0,0
08/05/2020,2020,8,5,25.1,21.4,30.5,0,0,0
08/06/2020,2020,8,6,24.2,20.6,27.8,3,0,0
08/07/2020,2020,8,7,23,20.5,26.2,3,0,0
08/08/2020,2020,8,8,23.4,20.4,28.5,2,0,0
08/09/2020,2020,8,9,24.1,20.4,29.1,3,0,0
08/10/2020,2020,8,10,24.4,21,28.5,0.4,0,0
08/11/2020,2020,8,11,23.6,20.9,27.5,0.5,0,0
08/12/2020,2020,8,12,24.9,20,31,0,0,0
13/08/2020,2020,8,13,27.8,20.6,32.5,2,0,0
14/08/2020,2020,8,14,25.3,21.9,30.25,2,0,0
15/08/2020,2020,8,15,23.9,21.1,28.6,1,0,0
16/08/2020,2020,8,16,25.7,22.4,30.3,0,0,0
17/08/2020,2020,8,17,26.4,22.6,33.5,2,0,0
18/08/2020,2020,8,18,26,22.4,30.5,2,0,0
19/08/2020,2020,8,19,26.1,22.5,30.8,2,0,0
20/08/2020,2020,8,20,26.4,23.3,29.6,2,0,0
21/08/2020,2020,8,21,22.5,21.9,24.6,2,0,0
22/08/2020,2020,8,22,25.3,21.9,30.25,2,0,0
23/08/2020,2020,8,23,24.4,21.6,27.9,2,0,0
24/08/2020,2020,8,24,24.3,21.6,28.8,2,0,0
25/08/2020,2020,8,25,24.3,21.4,28.1,3,0,0
26/08/2020,2020,8,26,24.9,21.5,29.6,2,0,0
27/08/2020,2020,8,27,25.3,21.6,29.9,5.1,0,0
28/08/2020,2020,8,28,23.8,21.5,27.8,4.1,0,0
29/08/2020,2020,8,29,25.3,21.9,30.25,2,0,0
30/08/2020,2020,8,30,23.4,21.9,28,2,0,0
31/08/2020,2020,8,31,25.4,21.5,30.4,2,0,0
09/01/2020,2020,9,1,27.7,20.8,35.4,1,0,0
09/02/2020,2020,9,2,24.4,21.7,30,17,0,0
09/03/2020,2020,9,3,24.1,21.5,28.6,3,0,0
09/04/2020,2020,9,4,25.9,23,30.1,0,0,0
09/05/2020,2020,9,5,22.9,21.1,27,37.1,0,0
09/06/2020,2020,9,6,26.4,22,32.2,3,0,0
09/07/2020,2020,9,7,24.6,21.4,27.7,0.5,0,0
09/08/2020,2020,9,8,25.3,21.9,30.25,2,0,0
09/09/2020,2020,9,9,25.7,22,31,3,0,0
09/10/2020,2020,9,10,25.1,21.4,30.2,4.1,0,0
09/11/2020,2020,9,11,25.7,22.8,30.4,0,0,0
09/12/2020,2020,9,12,26.8,22,32.6,0,0,0
13/09/2020,2020,9,13,25.7,22,31,3,0,0
14/09/2020,2020,9,14,26,22.6,31.5,0,0,0
15/09/2020,2020,9,15,25.3,21.1,29.5,3,0,0
16/09/2020,2020,9,16,24.3,21.5,28.5,11.9,0,0
17/09/2020,2020,9,17,24.8,21.8,29,7.9,0,0
18/09/2020,2020,9,18,25.2,22.4,30.9,0,0,0
19/09/2020,2020,9,19,24.6,20.3,32.1,23.1,0,0
20/09/2020,2020,9,20,24.4,20,31,4.1,0,0
21/09/2020,2020,9,21,25.7,22,31,3,0,0
22/09/2020,2020,9,22,25.2,20,30.5,3,0,0
23/09/2020,2020,9,23,26.6,22,31.5,3,0,0
24/09/2020,2020,9,24,24.3,19.9,28.5,24.9,0,0
25/09/2020,2020,9,25,25.4,21,30.5,4.1,0,0
26/09/2020,2020,9,26,24.7,22,27.9,0,0,0
27/09/2020,2020,9,27,25.7,22,31,3,0,0
28/09/2020,2020,9,28,25.5,21.7,31.6,5.1,0,0
29/09/2020,2020,9,29,25.7,22,31,3,0,0
30/09/2020,2020,9,30,23.4,21.8,28.3,8.9,0,0
10/01/2020,2020,10,1,27.7,20.8,35.4,1,0,0
10/02/2020,2020,10,2,26.1,22.8,30.7,0,0,0
10/03/2020,2020,10,3,25.2,23.5,30.7,1.5,0,0
10/04/2020,2020,10,4,25.7,21.7,30.5,0.3,0,0
10/05/2020,2020,10,5,27.8,22.9,34,0,0,0
10/06/2020,2020,10,6,26.9,21.1,34,1,0,0
10/07/2020,2020,10,7,25.1,19.3,30.5,32,0,0
10/08/2020,2020,10,8,25.1,21.9,31,0,0,0
10/09/2020,2020,10,9,24.3,20.9,29.1,56.9,0,0
10/10/2020,2020,10,10,23.8,21.5,28.5,5.1,0,0
10/11/2020,2020,10,11,25.4,21.2,31.4,11.9,0,0
10/12/2020,2020,10,12,26.3,21.6,33.1,0,0,0
13/10/2020,2020,10,13,26.6,21.3,33,2,0,0
14/10/2020,2020,10,14,25.3,20.7,32,13,0,0
15/10/2020,2020,10,15,26.5,20.5,31.4,0,0,0
16/10/2020,2020,10,16,24.8,20,31.5,7.1,0,0
17/10/2020,2020,10,17,26,21.9,30.5,0.5,0,0
18/10/2020,2020,10,18,25.9,22,31.5,4.1,0,0
19/10/2020,2020,10,19,26.3,21.1,32.6,5.1,0,0
20/10/2020,2020,10,20,26.3,22.4,33,0,0,0
21/10/2020,2020,10,21,27.3,21.5,33.7,0.4,0,0
22/10/2020,2020,10,22,27.3,21.9,33,8.9,0,0
23/10/2020,2020,10,23,26.4,22.6,32.1,0,0,0
24/10/2020,2020,10,24,26.9,21.6,32.9,0.4,0,0
25/10/2020,2020,10,25,27.6,22.5,32.5,0.4,0,0
26/10/2020,2020,10,26,27.3,22.3,32.5,0.4,0,0
27/10/2020,2020,10,27,27.2,21.8,33,0.4,0,0
28/10/2020,2020,10,28,27.9,21.7,33.8,0.4,0,0
29/10/2020,2020,10,29,27.4,21.1,34,0.4,0,0
30/10/2020,2020,10,30,28,22,34.6,0.4,0,0
31/10/2020,2020,10,31,28.4,22.6,34.5,0.4,0,0
11/01/2020,2020,11,1,27.7,22.1,34.5,1,0,0
11/02/2020,2020,11,2,27.3,20.5,33.8,0.25,0,0
11/03/2020,2020,11,3,28.2,22.6,34.3,1.5,0,0
11/04/2020,2020,11,4,28,22.4,33.8,0.3,0,0
11/05/2020,2020,11,5,28.4,21.7,35.1,0,0,0
11/06/2020,2020,11,6,29.5,24.6,35.7,3,0,0
11/07/2020,2020,11,7,27.7,21,34,3,0,0
11/08/2020,2020,11,8,27.6,19.8,34.4,2,0,0
11/09/2020,2020,11,9,28.2,21.6,35.1,3,0,0
11/10/2020,2020,11,10,28,22.4,35,0.4,0,0
11/11/2020,2020,11,11,27.7,22.1,34.5,0.5,0,0
11/12/2020,2020,11,12,28.2,21.4,34.6,0,0,0
13/11/2020,2020,11,13,28.4,23,34.4,0.5,0,0
14/11/2020,2020,11,14,29.1,23.5,35.5,0.5,0,0
15/11/2020,2020,11,15,29.6,23.8,36.2,0.5,0,0
16/11/2020,2020,11,16,27.95,22.1,35,0.5,0,0
17/11/2020,2020,11,17,27.95,22.1,35,0.5,0,0
18/11/2020,2020,11,18,28.2,23.5,33.5,0.5,0,0
19/11/2020,2020,11,19,27.7,20.8,34.8,0.5,0,0
20/11/2020,2020,11,20,27.6,21,34,0.5,0,0
21/11/2020,2020,11,21,27.6,20,35,0.5,0,0
22/11/2020,2020,11,22,29.2,21.5,35.6,0.5,0,0
23/11/2020,2020,11,23,28.1,21.4,35,0.5,0,0
24/11/2020,2020,11,24,27.8,21.3,34.6,0.5,0,0
25/11/2020,2020,11,25,27.9,21.9,35.6,0.5,0,0
26/11/2020,2020,11,26,28.9,21.5,36.7,0.5,0,0
27/11/2020,2020,11,27,28.4,22.7,34,0.5,0,0
28/11/2020,2020,11,28,28.1,23.4,34.5,0.5,0,0
29/11/2020,2020,11,29,28.8,22.5,35.6,0.5,0,0
30/11/2020,2020,11,30,28.7,21.1,36.2,0.5,0,0
12/01/2020,2020,12,1,28.1,16.9,36.5,1,0,0
12/02/2020,2020,12,2,27.6,20.4,36.2,0.25,0,0
12/03/2020,2020,12,3,28,20,35.7,1.5,0,0
12/04/2020,2020,12,4,27.1,20.1,35.5,0.3,0,0
12/05/2020,2020,12,5,26,20,35.9,0,0,0
12/06/2020,2020,12,6,29.1,22,36.2,3,0,0
12/07/2020,2020,12,7,28.8,21.6,36.6,3,0,0
12/08/2020,2020,12,8,28.6,22.7,36.3,2,0,0
12/09/2020,2020,12,9,28,21.8,36.5,3,0,0
12/10/2020,2020,12,10,29.1,22.4,36.6,0.4,0,0
12/11/2020,2020,12,11,29.1,22.4,36.1,0.5,0,0
12/12/2020,2020,12,12,28.3,21.7,36.5,0,0,0
13/12/2020,2020,12,13,27.8,22,35.4,0,0,0
14/12/2020,2020,12,14,28.8,21.8,36.1,0,0,0
15/12/2020,2020,12,15,28.7,22,36.2,0,0,0
16/12/2020,2020,12,16,28.4,21.6,35.3,0,0,0
17/12/2020,2020,12,17,28.3,22.6,35.6,0,0,0
18/12/2020,2020,12,18,26.9,19.4,34.8,0,0,0
19/12/2020,2020,12,19,27.6,19.1,34.5,0,0,0
20/12/2020,2020,12,20,27.2,21.9,35,0,0,0
21/12/2020,2020,12,21,29.2,20.7,35.6,0,0,0
22/12/2020,2020,12,22,28.3,21.5,35.5,0,0,0
23/12/2020,2020,12,23,28,20.4,35.9,0,0,0
24/12/2020,2020,12,24,28.3,21,35.6,0,0,0
25/12/2020,2020,12,25,27.9,21.1,35,0,0,0
26/12/2020,2020,12,26,26.6,20,34.5,0,0,0
27/12/2020,2020,12,27,26.2,19,34.2,0,0,0
28/12/2020,2020,12,28,26.6,20.4,34.2,0,0,0
29/12/2020,2020,12,29,27.2,20.6,35,0,0,0
30/12/2020,2020,12,30,28.8,21.8,35.7,0,0,0
31/12/2020,2020,12,31,28.4,22.1,36.8,0,0,0
01/01/2021,2021,1,1,28.7,20,37.5,1,0,0
01/02/2021,2021,1,2,28.1,20.4,36.4,0.25,0,0
01/03/2021,2021,1,3,28.6,22.5,35.9,1.5,0,0
01/04/2021,2021,1,4,29.9,23.3,37.1,0.3,0,0
01/05/2021,2021,1,5,29.5,22.4,37.1,0,0,0
01/06/2021,2021,1,6,29.1,22.5,37.5,3,0,0
01/07/2021,2021,1,7,25.7,22.1,30.5,3,0,0
01/08/2021,2021,1,8,28.6,21.5,37.1,2,0,0
01/09/2021,2021,1,9,29.2,21.1,37.4,3,0,0
01/10/2021,2021,1,10,29.2,20.8,36.3,0.4,0,0
01/11/2021,2021,1,11,29.1,22,36.3,0.5,0,0
01/12/2021,2021,1,12,29.1,22.3,36.4,0,0,0
13/01/2021,2021,1,13,28.8,21.5,35.7,1,0,0
14/01/2021,2021,1,14,28.3,20.7,36.5,1,0,0
15/01/2021,2021,1,15,28.1,20.1,35.7,1,0,0
16/01/2021,2021,1,16,27.9,20,35.3,1,0,0
17/01/2021,2021,1,17,28.1,20.4,35.9,1,0,0
18/01/2021,2021,1,18,27.7,20.4,34.5,1,0,0
19/01/2021,2021,1,19,27.7,19.7,34.5,1,0,0
20/01/2021,2021,1,20,26.4,19.5,34.5,1,0,0
21/01/2021,2021,1,21,26.9,19.4,35.5,1,0,0
22/01/2021,2021,1,22,26.1,19.5,33.5,1,0,0
23/01/2021,2021,1,23,26.3,21,33.2,1,0,0
24/01/2021,2021,1,24,27.6,21.6,35.4,1,0,0
25/01/2021,2021,1,25,28.3,19.6,36,1,0,0
26/01/2021,2021,1,26,29.1,21.4,37,1,0,0
27/01/2021,2021,1,27,28.8,19.9,36.6,1,0,0
28/01/2021,2021,1,28,28.3,21.1,36.5,1,0,0
29/01/2021,2021,1,29,29.2,23.2,36.1,1,0,0
30/01/2021,2021,1,30,28.4,20.6,35.9,1,0,0
31/01/2021,2021,1,31,27.8,21.6,35.1,1,0,0
02/01/2021,2021,2,1,28.1,23,35.4,1,0,0
02/02/2021,2021,2,2,28.9,20.9,36.9,0.25,0,0
02/03/2021,2021,2,3,29.5,21.5,37,1.5,0,0
02/04/2021,2021,2,4,29.8,23.6,37,0.3,0,0
02/05/2021,2021,2,5,29.3,22.9,36.5,0,0,0
02/06/2021,2021,2,6,29.3,22.9,36,3,0,0
02/07/2021,2021,2,7,30,23.5,37.3,3,0,0
02/08/2021,2021,2,8,30.2,22.2,38,2,0,0
02/09/2021,2021,2,9,30,22,38,3,0,0
02/10/2021,2021,2,10,27.3,22.3,33,0.4,0,0
02/11/2021,2021,2,11,27.95,22.1,35,0.5,0,0
02/12/2021,2021,2,12,27.2,20.7,34.65,0,0,0
13/02/2021,2021,2,13,34.7,22.8,39,0.25,0,0
14/02/2021,2021,2,14,30.8,23.5,39,0.25,0,0
15/02/2021,2021,2,15,31.3,24.7,38.5,0.25,0,0
16/02/2021,2021,2,16,30.9,24.5,38.1,0.25,0,0
17/02/2021,2021,2,17,30.2,24.1,36.8,0.25,0,0
18/02/2021,2021,2,18,28.4,21.8,36,0.25,0,0
19/02/2021,2021,2,19,29.6,22.8,36.9,0.25,0,0
20/02/2021,2021,2,20,29.6,22.8,36.9,0.25,0,0
21/02/2021,2021,2,21,29.6,22.8,36.9,0.25,0,0
22/02/2021,2021,2,22,28.4,21.5,35.6,0.25,0,0
23/02/2021,2021,2,23,28.8,22.1,36.5,0.25,0,0
24/02/2021,2021,2,24,29.6,22.8,36.9,0.25,0,0
25/02/2021,2021,2,25,29.9,22.9,36.5,0.25,0,0
26/02/2021,2021,2,26,29.6,23,35.9,0.25,0,0
27/02/2021,2021,2,27,30.2,23.7,37,0.25,0,0
28/02/2021,2021,2,28,31.2,24.9,38.3,0.25,0,0
03/01/2021,2021,3,1,31.5,24.3,38.5,1,0,0
03/02/2021,2021,3,2,31.5,24.9,39,0.25,0,0
03/03/2021,2021,3,3,31.7,23.9,39.4,1.5,0,0
03/04/2021,2021,3,4,28.1,23,35.2,0.3,0,0
03/05/2021,2021,3,5,31.1,24.8,39,0,0,0
03/06/2021,2021,3,6,31.4,25,38.7,3,0,0
03/07/2021,2021,3,7,31.5,25.7,38.5,3,0,0
03/08/2021,2021,3,8,31.8,24,40,2,0,0
