Date,Year,Month,Day,Mean Temp (°C),Min Temp (°C),Max Temp (°C),Total Precip (mm),Spd of Max Gust (km/h),Pressure
15/02/2020,2020,2,15,28.5,24.8,33,,,
16/02/2020,2020,2,16,28.9,25.6,32.6,,,
17/02/2020,2020,2,17,29.5,,32.4,,,
18/02/2020,2020,2,18,29.7,,32.6,,,
19/02/2020,2020,2,19,29.6,27.3,33,,,
20/02/2020,2020,2,20,,,,,,
21/02/2020,2020,2,21,30.2,26.7,33.1,,,
22/02/2020,2020,2,22,30.1,27.3,33.5,,,
23/02/2020,2020,2,23,30.2,27.9,33.2,,,
24/02/2020,2020,2,24,30.4,,33,,,
25/02/2020,2020,2,25,,,,,,
26/02/2020,2020,2,26,,,,,,
27/02/2020,2020,2,27,30.4,,33.1,,,
28/02/2020,2020,2,28,,,,,,
29/02/2020,2020,2,29,,,,,,
01/03/2020,2020,3,1,30.5,,33.1,,,
02/03/2020,2020,3,2,30.3,,33.3,,,
03/03/2020,2020,3,3,28.1,24.2,30,41.9,,
04/03/2020,2020,3,4,30.2,,32.7,0,,
05/03/2020,2020,3,5,,,,,,
06/03/2020,2020,3,6,28.8,,33.3,,,
07/03/2020,2020,3,7,28.7,,32,16,,
08/03/2020,2020,3,8,,,,,,
09/03/2020,2020,3,9,30.2,,33,,,
10/03/2020,2020,3,10,,,,,,
11/03/2020,2020,3,11,30,27.9,32.8,,,
12/03/2020,2020,3,12,29.6,26.7,32.1,3,,
13/03/2020,2020,3,13,29.9,,32.4,0,,
14/03/2020,2020,3,14,,,,,,
15/03/2020,2020,3,15,,,,,,
16/03/2020,2020,3,16,,,,,,
17/03/2020,2020,3,17,,,,,,
18/03/2020,2020,3,18,29.4,,31.5,,,
19/03/2020,2020,3,19,28.9,27.9,32,,,
20/03/2020,2020,3,20,,,,,,
21/03/2020,2020,3,21,28.6,27,31.5,,,
22/03/2020,2020,3,22,28.6,,31.3,,,
23/03/2020,2020,3,23,28.1,,29.4,,,
24/03/2020,2020,3,24,25.8,,27.4,,,
25/03/2020,2020,3,25,,,,,,
26/03/2020,2020,3,26,27.7,,30.3,,,
27/03/2020,2020,3,27,28.2,,31.4,,,
28/03/2020,2020,3,28,28.6,,31.1,,,
29/03/2020,2020,3,29,28.7,,31.2,,,
30/03/2020,2020,3,30,28.7,,31.3,,,
31/03/2020,2020,3,31,,,,,,
01/04/2020,2020,4,1,,,,,,
02/04/2020,2020,4,2,28.5,,31.2,0,,
03/04/2020,2020,4,3,29.4,,32.2,,,
04/04/2020,2020,4,4,,,,,,
05/04/2020,2020,4,5,28.7,24.8,32.1,13,,
06/04/2020,2020,4,6,29.2,,32.3,0,,
07/04/2020,2020,4,7,,,,,,
08/04/2020,2020,4,8,29.7,,32.5,,,
09/04/2020,2020,4,9,29.8,,32.5,0.5,,
10/04/2020,2020,4,10,28.5,26.7,30.6,0,,
11/04/2020,2020,4,11,29.4,,32.4,0.8,,
12/04/2020,2020,4,12,30.2,,32.6,0,,
13/04/2020,2020,4,13,30.3,,33.2,,,
14/04/2020,2020,4,14,,,,,,
15/04/2020,2020,4,15,30.4,29.4,33.1,,,
16/04/2020,2020,4,16,30.6,28.1,32.6,,,
17/04/2020,2020,4,17,29.6,,33,,,
18/04/2020,2020,4,18,30.1,,33.2,0.5,,
19/04/2020,2020,4,19,29,,32.4,0.3,,
20/04/2020,2020,4,20,29.6,26.2,32.3,0,,
21/04/2020,2020,4,21,29.4,,32.4,,,
22/04/2020,2020,4,22,,,,,,
23/04/2020,2020,4,23,,,,,,
24/04/2020,2020,4,24,,,,,,
25/04/2020,2020,4,25,29.4,,32,,,
26/04/2020,2020,4,26,26.4,22.1,29.1,36.1,,
27/04/2020,2020,4,27,,,,,,
28/04/2020,2020,4,28,27.6,22.9,31.5,7.9,,
29/04/2020,2020,4,29,,,,,,
30/04/2020,2020,4,30,,,,,,
01/05/2020,2020,5,1,28.6,24.5,31.2,0,,
02/05/2020,2020,5,2,30.1,,32,,,
03/05/2020,2020,5,3,27.5,,29.3,,,
04/05/2020,2020,5,4,,,,,,
05/05/2020,2020,5,5,,,,,,
06/05/2020,2020,5,6,29.9,,32.3,,,
07/05/2020,2020,5,7,,,,,,
08/05/2020,2020,5,8,30.2,,32.5,,,
09/05/2020,2020,5,9,29.7,,32.5,,,
10/05/2020,2020,5,10,27.7,,31,0.3,,
11/05/2020,2020,5,11,27.9,24.6,31,7.9,,
12/05/2020,2020,5,12,,,,,,
13/05/2020,2020,5,13,28.9,,31,,,
14/05/2020,2020,5,14,,,,,,
15/05/2020,2020,5,15,29.8,,32.2,,,
16/05/2020,2020,5,16,30.4,28.7,32.4,,,
17/05/2020,2020,5,17,30.4,28.7,32.6,,,
18/05/2020,2020,5,18,30.2,26.1,33.1,,,
19/05/2020,2020,5,19,,,,,,
20/05/2020,2020,5,20,28.3,23.8,32.5,,,
21/05/2020,2020,5,21,,,,,,
22/05/2020,2020,5,22,28.7,,32.1,,,
23/05/2020,2020,5,23,,,,,,
24/05/2020,2020,5,24,29.6,,32.5,0,,
25/05/2020,2020,5,25,25.9,,28,35.1,,
26/05/2020,2020,5,26,,,,,,
27/05/2020,2020,5,27,,,,,,
28/05/2020,2020,5,28,26.2,,30.3,,,
29/05/2020,2020,5,29,,,,,,
30/05/2020,2020,5,30,27.4,25.9,30.8,,,
31/05/2020,2020,5,31,27.8,24.3,30.1,,,
01/06/2020,2020,6,1,,,,,,
02/06/2020,2020,6,2,25.3,,28.5,,,
03/06/2020,2020,6,3,28.3,24,31.4,,,
04/06/2020,2020,6,4,28.1,25.8,30.5,,,
05/06/2020,2020,6,5,28.5,25.6,31,,,
06/06/2020,2020,6,6,28.8,,31.2,,,
07/06/2020,2020,6,7,27.7,24,30.7,7.9,,
08/06/2020,2020,6,8,28.3,24.4,31.2,0,,
09/06/2020,2020,6,9,,,,,,
10/06/2020,2020,6,10,28.6,26.3,31,,,
11/06/2020,2020,6,11,,,,,,
12/06/2020,2020,6,12,,,,,,
13/06/2020,2020,6,13,,,,,,
14/06/2020,2020,6,14,28,25.6,30.9,,,
15/06/2020,2020,6,15,,,,,,
16/06/2020,2020,6,16,28.1,,30.5,1.8,,
17/06/2020,2020,6,17,27.6,,29.9,4.1,,
18/06/2020,2020,6,18,25.5,,27.3,21.6,,
19/06/2020,2020,6,19,26.3,23.6,29.4,72.9,,
20/06/2020,2020,6,20,26.6,,29.9,0.3,,
21/06/2020,2020,6,21,26.2,23.3,29.4,15,,
22/06/2020,2020,6,22,24.9,,27.2,26.9,,
23/06/2020,2020,6,23,26.6,23.2,29.8,62,,
24/06/2020,2020,6,24,27.7,25.7,30.8,0,,
25/06/2020,2020,6,25,27.8,24.6,30.3,7.9,,
26/06/2020,2020,6,26,27.4,,30.6,0,,
27/06/2020,2020,6,27,26.3,23,29.9,9.9,,
28/06/2020,2020,6,28,26.2,,27.2,0,,
29/06/2020,2020,6,29,26.5,,29.2,40.9,,
30/06/2020,2020,6,30,26.6,24.9,29,16,,
01/07/2020,2020,7,1,26.4,,28.6,3,,
02/07/2020,2020,7,2,26.6,,29.7,0.5,,
03/07/2020,2020,7,3,27.2,,29.9,2,,
04/07/2020,2020,7,4,25.6,,27,1,,
05/07/2020,2020,7,5,26.8,,29.2,36.6,,
06/07/2020,2020,7,6,26.8,26,29.5,0,,
07/07/2020,2020,7,7,26.4,,27.6,,,
08/07/2020,2020,7,8,26.4,,28.7,0,,
09/07/2020,2020,7,9,25.9,,27.5,,,
10/07/2020,2020,7,10,26.3,,28.8,,,
11/07/2020,2020,7,11,25.9,,28.1,,,
12/07/2020,2020,7,12,25.8,,28.3,,,
13/07/2020,2020,7,13,25.9,24.9,28.4,,,
14/07/2020,2020,7,14,26,,28.6,,,
15/07/2020,2020,7,15,25.5,,28.1,,,
16/07/2020,2020,7,16,24.6,23.9,25.8,,,
17/07/2020,2020,7,17,25,23.8,27.5,,,
18/07/2020,2020,7,18,25.6,24,28,,,
19/07/2020,2020,7,19,25.4,,28.1,,,
20/07/2020,2020,7,20,25.6,,28.5,,,
21/07/2020,2020,7,21,25.9,,28.8,,,
22/07/2020,2020,7,22,,,,,,
23/07/2020,2020,7,23,25.8,,28.5,,,
24/07/2020,2020,7,24,25.6,,28.6,,,
25/07/2020,2020,7,25,25.8,,28.4,,,
26/07/2020,2020,7,26,25.7,,28.3,,,
27/07/2020,2020,7,27,25.6,,28.3,,,
28/07/2020,2020,7,28,,,,,,
29/07/2020,2020,7,29,25.6,23.8,28.6,,,
30/07/2020,2020,7,30,25.6,,28.3,,,
31/07/2020,2020,7,31,25.9,24.5,28,,,
01/08/2020,2020,8,1,,,,,,
02/08/2020,2020,8,2,25.9,,28.3,,,
03/08/2020,2020,8,3,,,,,,
04/08/2020,2020,8,4,25.3,23.9,28,,,
05/08/2020,2020,8,5,25.3,24,28.1,,,
06/08/2020,2020,8,6,25.1,23.9,27.8,,,
07/08/2020,2020,8,7,24.7,23.9,26.9,,,
08/08/2020,2020,8,8,,,,,,
09/08/2020,2020,8,9,25,,27.4,,,
10/08/2020,2020,8,10,25.1,24,28,,,
11/08/2020,2020,8,11,25.3,23.8,27.8,,,
12/08/2020,2020,8,12,,,,,,
13/08/2020,2020,8,13,25.1,22.7,27.6,0.3,,
14/08/2020,2020,8,14,24.9,23.5,27.7,0,,
15/08/2020,2020,8,15,25.4,23.8,28.4,,,
16/08/2020,2020,8,16,25.8,,28.7,,,
17/08/2020,2020,8,17,25.7,,28.3,,,
18/08/2020,2020,8,18,25.8,,28.6,,,
19/08/2020,2020,8,19,25.3,,28.7,,,
20/08/2020,2020,8,20,,,,,,
21/08/2020,2020,8,21,25.4,,28.2,,,
22/08/2020,2020,8,22,,,,,,
23/08/2020,2020,8,23,25.4,23.9,28.5,,,
24/08/2020,2020,8,24,25.6,,27.7,,,
25/08/2020,2020,8,25,25.5,,28.3,,,
26/08/2020,2020,8,26,25.7,,28.1,,,
27/08/2020,2020,8,27,26,,28.8,,,
28/08/2020,2020,8,28,26.3,,29.3,,,
29/08/2020,2020,8,29,,,,,,
30/08/2020,2020,8,30,26.3,,29.1,,,
31/08/2020,2020,8,31,26.4,,29.2,,,
01/09/2020,2020,9,1,25.9,,27.9,,,
02/09/2020,2020,9,2,25.8,,27.9,2,,
03/09/2020,2020,9,3,26.6,,29.4,1,,
04/09/2020,2020,9,4,26.9,,29.1,0,,
05/09/2020,2020,9,5,26.4,24.6,29.3,1.5,,
06/09/2020,2020,9,6,26.3,24.6,28.7,1,,
07/09/2020,2020,9,7,26.6,,29,2.5,,
08/09/2020,2020,9,8,,,,,,
09/09/2020,2020,9,9,,,,,,
10/09/2020,2020,9,10,26.2,24.9,28.9,25.9,,
11/09/2020,2020,9,11,26.8,,29.6,0,,
12/09/2020,2020,9,12,26.9,,29.7,,,
13/09/2020,2020,9,13,25.3,22.6,29.4,37.1,,
14/09/2020,2020,9,14,26.7,24,29,0,,
15/09/2020,2020,9,15,24.6,,27.2,,,
16/09/2020,2020,9,16,25.3,,28.6,,,
17/09/2020,2020,9,17,,,,,,
18/09/2020,2020,9,18,26.7,24,29.4,,,
19/09/2020,2020,9,19,25.8,,28.1,15,,
20/09/2020,2020,9,20,25.9,25,26.5,0,,
21/09/2020,2020,9,21,27.2,,29.8,0.5,,
22/09/2020,2020,9,22,27.3,,29.6,0,,
23/09/2020,2020,9,23,27.2,25.6,29.3,,,
24/09/2020,2020,9,24,25,,26.6,,,
25/09/2020,2020,9,25,,,,,,
26/09/2020,2020,9,26,25.6,,29.3,,,
27/09/2020,2020,9,27,,,,,,
28/09/2020,2020,9,28,27.4,,29.7,,,
29/09/2020,2020,9,29,,,,,,
30/09/2020,2020,9,30,26.9,,29.6,1,,
01/10/2020,2020,10,1,,,,,,
02/10/2020,2020,10,2,26.9,,29.4,,,
03/10/2020,2020,10,3,27.3,,29.8,,,
04/10/2020,2020,10,4,27.5,,30.2,,,
05/10/2020,2020,10,5,,,,,,
06/10/2020,2020,10,6,27.3,,29,,,
07/10/2020,2020,10,7,25.4,,27.8,42.9,,
08/10/2020,2020,10,8,26.9,24.2,29.5,5.1,,
09/10/2020,2020,10,9,25.7,,27.5,18,,
10/10/2020,2020,10,10,27.1,,29.4,18,,
11/10/2020,2020,10,11,26.7,,29.5,1,,
12/10/2020,2020,10,12,26.7,,29.9,0.3,,
13/10/2020,2020,10,13,26.9,22.8,30,7.1,,
14/10/2020,2020,10,14,27.1,25.8,29.6,0,,
15/10/2020,2020,10,15,27.6,,30.6,3,,
16/10/2020,2020,10,16,26.8,,30.4,0.3,,
17/10/2020,2020,10,17,26.1,25,29.3,0,,
18/10/2020,2020,10,18,27.2,23.5,30.2,3,,
19/10/2020,2020,10,19,27.6,,30.7,0.3,,
20/10/2020,2020,10,20,26.8,,30.4,7.1,,
21/10/2020,2020,10,21,28,,31,0,,
22/10/2020,2020,10,22,28.3,,31.1,,,
23/10/2020,2020,10,23,28.3,,31.4,,,
24/10/2020,2020,10,24,28.2,,31.4,,,
25/10/2020,2020,10,25,27,22.9,30.2,7.9,,
26/10/2020,2020,10,26,28.1,24.6,31,0.8,,
27/10/2020,2020,10,27,27.9,,30.5,0,,
28/10/2020,2020,10,28,27.3,,30.6,8.9,,
29/10/2020,2020,10,29,28.1,,30.6,0,,
30/10/2020,2020,10,30,28.2,,31.1,0,,
31/10/2020,2020,10,31,28.6,,31.3,,,
01/11/2020,2020,11,1,28.8,,31.2,,,
02/11/2020,2020,11,2,28,,30.5,,,
03/11/2020,2020,11,3,27.6,24.7,30.2,,,
04/11/2020,2020,11,4,28.2,,30.6,,,
05/11/2020,2020,11,5,29,25.9,31.9,,,
06/11/2020,2020,11,6,,,,,,
07/11/2020,2020,11,7,28.6,,32.2,,,
08/11/2020,2020,11,8,28.3,25.5,30.3,,,
09/11/2020,2020,11,9,28.8,25.4,31.5,0.8,,
10/11/2020,2020,11,10,28.9,26,31.7,0.8,,
11/11/2020,2020,11,11,28.4,25.6,31.9,0,,
12/11/2020,2020,11,12,29.1,25,32,,,
13/11/2020,2020,11,13,29.3,25.4,34.1,,,
14/11/2020,2020,11,14,29.2,25.8,32.3,,,
15/11/2020,2020,11,15,29.4,25.9,32.2,,,
16/11/2020,2020,11,16,,,,,,
17/11/2020,2020,11,17,,,,,,
18/11/2020,2020,11,18,28.4,,31.7,,,
19/11/2020,2020,11,19,28.7,25.3,32,,,
20/11/2020,2020,11,20,28.5,24.8,31.8,,,
21/11/2020,2020,11,21,,,,,,
22/11/2020,2020,11,22,28.9,25.6,32.1,,,
23/11/2020,2020,11,23,29.3,25.6,32.2,,,
24/11/2020,2020,11,24,29.4,,32.2,,,
25/11/2020,2020,11,25,28.1,23.6,30.8,30,,
26/11/2020,2020,11,26,28.8,26.7,31.3,0,,
27/11/2020,2020,11,27,28.9,,31.6,,,
28/11/2020,2020,11,28,28.6,25.8,31.3,,,
29/11/2020,2020,11,29,28.9,25,31.4,,,
30/11/2020,2020,11,30,29,25.5,31.7,,,
01/12/2020,2020,12,1,28.4,25.9,31.7,,,
02/12/2020,2020,12,2,29.4,26.1,31.8,,,
03/12/2020,2020,12,3,,,,,,
04/12/2020,2020,12,4,29.3,27.8,32,,,
05/12/2020,2020,12,5,29.1,27,31.8,,,
06/12/2020,2020,12,6,29.1,,32,,,
07/12/2020,2020,12,7,29,,31.8,,,
08/12/2020,2020,12,8,26.5,,29.8,7.1,,
09/12/2020,2020,12,9,28.4,,31.1,0,,
10/12/2020,2020,12,10,28.8,,31.1,,,
11/12/2020,2020,12,11,29.1,27.7,31.2,,,
12/12/2020,2020,12,12,28.7,,31.4,,,
13/12/2020,2020,12,13,28.6,,31.6,,,
14/12/2020,2020,12,14,29.1,26.7,31.8,,,
15/12/2020,2020,12,15,28.8,26.4,31.6,,,
16/12/2020,2020,12,16,28.6,,32.1,,,
17/12/2020,2020,12,17,28.4,26,31.7,,,
18/12/2020,2020,12,18,28.7,,32.2,,,
19/12/2020,2020,12,19,28.3,25.5,31.6,,,
20/12/2020,2020,12,20,28.7,25.6,31.7,,,
21/12/2020,2020,12,21,28.6,,31.8,,,
22/12/2020,2020,12,22,28.8,,31.6,0,,
23/12/2020,2020,12,23,29.2,26,32,,,
24/12/2020,2020,12,24,28.7,26.9,31.3,,,
25/12/2020,2020,12,25,29.1,,32,,,
26/12/2020,2020,12,26,29.1,26,34.2,,,
27/12/2020,2020,12,27,27.8,23.4,32.6,,,
28/12/2020,2020,12,28,28.3,,32.6,0.3,,
29/12/2020,2020,12,29,28.9,,34.2,0,,
30/12/2020,2020,12,30,28.6,25,32.2,,,
31/12/2020,2020,12,31,28.7,25.1,32.3,,,
01/01/2021,2021,1,1,28.8,25.5,32.6,,,
02/01/2021,2021,1,2,29.8,,32.6,,,
03/01/2021,2021,1,3,29.7,,32.7,,,
04/01/2021,2021,1,4,28.7,,32.2,,,
05/01/2021,2021,1,5,27.9,24,31.2,5.1,,
06/01/2021,2021,1,6,29.1,,31.5,0,,
07/01/2021,2021,1,7,27.9,25,30.8,14,,
08/01/2021,2021,1,8,27.9,,30.8,10.9,,
09/01/2021,2021,1,9,,,,,,
10/01/2021,2021,1,10,,,,,,
11/01/2021,2021,1,11,28.1,,30.5,,,
12/01/2021,2021,1,12,28.5,,31.5,,,
13/01/2021,2021,1,13,,,,,,
14/01/2021,2021,1,14,28.3,25.5,31,,,
15/01/2021,2021,1,15,28.3,25.9,31,0.3,,
16/01/2021,2021,1,16,,,,,,
17/01/2021,2021,1,17,28.4,25.9,31.1,,,
18/01/2021,2021,1,18,,,,,,
19/01/2021,2021,1,19,28.4,25.8,31.3,,,
20/01/2021,2021,1,20,,,,,,
21/01/2021,2021,1,21,28.5,25.6,33.3,,,
22/01/2021,2021,1,22,28.1,24.6,33,,,
23/01/2021,2021,1,23,28.2,,33.2,,,
24/01/2021,2021,1,24,,,,,,
25/01/2021,2021,1,25,28.4,25.8,31.3,,,
26/01/2021,2021,1,26,29.2,25.8,31.5,,,
27/01/2021,2021,1,27,29,25.4,32,,,
28/01/2021,2021,1,28,29.6,,32.2,,,
29/01/2021,2021,1,29,29.6,26.9,32.5,,,
30/01/2021,2021,1,30,,,,,,
31/01/2021,2021,1,31,29.3,26.6,32.2,,,
01/02/2021,2021,2,1,29.4,26.4,32.1,,,
02/02/2021,2021,2,2,29.6,,32.3,,,
03/02/2021,2021,2,3,29.6,,32,,,
04/02/2021,2021,2,4,29.7,26.8,32,,,
05/02/2021,2021,2,5,29.8,27.1,32.2,0.3,,
06/02/2021,2021,2,6,29.9,27.2,32.6,0,,
07/02/2021,2021,2,7,29.8,,33,,,
08/02/2021,2021,2,8,29.5,,32.4,,,
09/02/2021,2021,2,9,29.3,26,32.4,,,
10/02/2021,2021,2,10,,,,,,
11/02/2021,2021,2,11,,,,,,
12/02/2021,2021,2,12,,,,,,
13/02/2021,2021,2,13,30.7,,33.1,,,
14/02/2021,2021,2,14,29.3,,31.6,9.9,,
15/02/2021,2021,2,15,29.6,,32.3,1,,
16/02/2021,2021,2,16,30.2,,32.5,0,,
17/02/2021,2021,2,17,29.9,,33.1,,,
18/02/2021,2021,2,18,29.5,26.6,33.8,,,
19/02/2021,2021,2,19,,,,,,
20/02/2021,2021,2,20,,,,,,
21/02/2021,2021,2,21,29.1,,32.2,,,
22/02/2021,2021,2,22,29.3,,32.1,,,
23/02/2021,2021,2,23,29.9,,32.4,,,
24/02/2021,2021,2,24,,,,,,
25/02/2021,2021,2,25,28.2,,29.3,,,
26/02/2021,2021,2,26,,,,,,
27/02/2021,2021,2,27,29.2,,32.3,,,
28/02/2021,2021,2,28,28.9,25.2,32.3,,,
01/03/2021,2021,3,1,30,,32.7,,,
02/03/2021,2021,3,2,,,,,,
03/03/2021,2021,3,3,30.3,28,33.1,,,
04/03/2021,2021,3,4,,,,,,
05/03/2021,2021,3,5,30.4,,33.5,,,
06/03/2021,2021,3,6,30.6,27.4,33.2,,,
07/03/2021,2021,3,7,30.3,,33.2,,,
08/03/2021,2021,3,8,30.6,,33.3,,,
09/03/2021,2021,3,9,30.3,,33.1,,,
10/03/2021,2021,3,10,30.1,28.8,33.1,,,
11/03/2021,2021,3,11,,,,,,
12/03/2021,2021,3,12,29.8,26.6,32.6,0,,
13/03/2021,2021,3,13,28.6,25.4,32,7.1,,
14/03/2021,2021,3,14,27.3,,29.5,0,,
15/03/2021,2021,3,15,28.9,,31.6,2,,
16/03/2021,2021,3,16,,,,,,
17/03/2021,2021,3,17,,,,,,
18/03/2021,2021,3,18,27.1,25.8,29.4,,,
19/03/2021,2021,3,19,,,,,,
20/03/2021,2021,3,20,,,,,,
21/03/2021,2021,3,21,28.9,,32.2,,,
22/03/2021,2021,3,22,29.3,,32.3,,,
23/03/2021,2021,3,23,27.5,,31.4,,,
24/03/2021,2021,3,24,27.3,,31,,,
25/03/2021,2021,3,25,29.3,,31.3,,,
26/03/2021,2021,3,26,,,,,,
27/03/2021,2021,3,27,29.9,,32,,,
28/03/2021,2021,3,28,,,,,,
29/03/2021,2021,3,29,,,,,,
30/03/2021,2021,3,30,,,,,,
31/03/2021,2021,3,31,29.9,,32.2,,,
01/04/2021,2021,4,1,,,,,,
02/04/2021,2021,4,2,,,,,,
03/04/2021,2021,4,3,,,,,,
04/04/2021,2021,4,4,30.3,,32.7,,,
05/04/2021,2021,4,5,30.3,28.9,32.8,,,
06/04/2021,2021,4,6,29.9,,33.2,,,
07/04/2021,2021,4,7,29.8,,32.3,14,,
08/04/2021,2021,4,8,,,,,,
09/04/2021,2021,4,9,28.7,23.7,32,1,,
10/04/2021,2021,4,10,29.2,,32.4,0.5,,
11/04/2021,2021,4,11,29.6,25.6,32.6,0.3,,
12/04/2021,2021,4,12,,,,,,
13/04/2021,2021,4,13,,,,,,
14/04/2021,2021,4,14,30.2,,33.1,,,
15/04/2021,2021,4,15,,,,,,
16/04/2021,2021,4,16,30.1,,33,,,
17/04/2021,2021,4,17,,,,,,
18/04/2021,2021,4,18,25.6,,29.3,,,
19/04/2021,2021,4,19,27.6,23,31.1,,,
20/04/2021,2021,4,20,,,,,,
21/04/2021,2021,4,21,30,,32.5,,,
22/04/2021,2021,4,22,28.9,,30.9,,,
23/04/2021,2021,4,23,,,,,,
24/04/2021,2021,4,24,30,,32.3,0,,
25/04/2021,2021,4,25,,,,,,
26/04/2021,2021,4,26,30.1,,32.3,,,
27/04/2021,2021,4,27,30.1,,32.4,,,
28/04/2021,2021,4,28,28.3,,31,3,,
29/04/2021,2021,4,29,28,25,31.1,1,,
30/04/2021,2021,4,30,29.6,,32.2,0,,
01/05/2021,2021,5,1,,,,,,
02/05/2021,2021,5,2,,,,,,
03/05/2021,2021,5,3,,,,,,
04/05/2021,2021,5,4,27.2,24,30,,,
05/05/2021,2021,5,5,29,25.9,32.1,,,
06/05/2021,2021,5,6,28.8,,30.6,,,
07/05/2021,2021,5,7,29.4,,32.1,,,
08/05/2021,2021,5,8,,,,,,
09/05/2021,2021,5,9,26.9,25,29.1,0.3,,
10/05/2021,2021,5,10,29.4,25.1,31.1,0.5,,
11/05/2021,2021,5,11,29.5,,31.7,0,,
12/05/2021,2021,5,12,,,,,,
13/05/2021,2021,5,13,28.7,,31.1,,,
14/05/2021,2021,5,14,,,,,,
15/05/2021,2021,5,15,29,,32,,,
16/05/2021,2021,5,16,28.3,24.6,31.4,,,
17/05/2021,2021,5,17,29.3,,31.4,,,
18/05/2021,2021,5,18,28.6,,30.2,,,
19/05/2021,2021,5,19,,,,,,
20/05/2021,2021,5,20,,,,,,
21/05/2021,2021,5,21,29.2,,31.9,,,
22/05/2021,2021,5,22,26.6,,28.9,,,
23/05/2021,2021,5,23,,,,,,
24/05/2021,2021,5,24,29.3,,31.4,,,
25/05/2021,2021,5,25,29.9,,32.2,,,
26/05/2021,2021,5,26,29.8,,32.2,,,
27/05/2021,2021,5,27,29.6,,32.6,,,
28/05/2021,2021,5,28,29.6,,32.2,,,
29/05/2021,2021,5,29,29.1,,31.1,,,
30/05/2021,2021,5,30,29.1,,31.4,,,
31/05/2021,2021,5,31,28.9,,31.4,,,
01/06/2021,2021,6,1,,,,,,
02/06/2021,2021,6,2,28.7,25.6,31.8,,,
03/06/2021,2021,6,3,,,,,,
04/06/2021,2021,6,4,,,,,,
05/06/2021,2021,6,5,,,,,,
06/06/2021,2021,6,6,28.7,25.9,31.2,0,,
07/06/2021,2021,6,7,,,,,,
08/06/2021,2021,6,8,26.2,,31.6,,,
09/06/2021,2021,6,9,,,,,,
10/06/2021,2021,6,10,,,,,,
11/06/2021,2021,6,11,,,,,,
12/06/2021,2021,6,12,,,,,,
13/06/2021,2021,6,13,28,,31,,,
14/06/2021,2021,6,14,,,,,,
15/06/2021,2021,6,15,,,,,,
16/06/2021,2021,6,16,,,,,,
17/06/2021,2021,6,17,28.6,,31.3,0,,
18/06/2021,2021,6,18,,,,,,
19/06/2021,2021,6,19,27.8,,30,,,
20/06/2021,2021,6,20,,,,,,
21/06/2021,2021,6,21,26.7,23.9,30.1,24.9,,
22/06/2021,2021,6,22,26.4,23.7,31.1,2,,
23/06/2021,2021,6,23,,,,,,
24/06/2021,2021,6,24,26.9,23.8,30.5,1,,
25/06/2021,2021,6,25,,,,,,
26/06/2021,2021,6,26,24.9,,28.1,,,
27/06/2021,2021,6,27,,,,,,
28/06/2021,2021,6,28,27.7,,31.2,,,
